FORMULA,PROPERTY: BCC/FCC/other,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Hf1 Mo1 Nb1 Ta1 Ti1,BCC,22.0,73.0,51.0,50.0,18.0,22.0,43.0,50.0,7.0,46.6,2.0799999999999996,43.0,47.867,180.94788,133.08088,119.234252,48.3877504,47.867,1941.0,3290.0,1349.0,2676.6,362.48,1941.0,4.0,6.0,2.0,4.8,0.64,4.0,4.0,6.0,2.0,5.2,0.64,4.0,154.0,175.0,21.0,164.6,6.3199999999999985,154.0,1.3,2.16,0.8600000000000001,1.6200000000000003,0.2160000000000002,1.3,1.0,2.0,1.0,1.6,0.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.04,2.0,0.0,14.0,14.0,5.6,6.720000000000001,0.0,4.0,19.0,15.0,10.4,6.4799999999999995,4.0,0.0,1.0,1.0,0.4,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.8,1.04,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.2,0.64,6.0,15.69,22.2,6.51,18.176,1.611199999999999,15.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,194.0,229.0,35.0,215.0,16.8,194.0
Co1 Cr1 Fe1 Ni1,FCC,24.0,28.0,4.0,26.25,1.25,24.0,49.0,61.0,12.0,55.75,3.75,49.0,51.9961,58.933195,6.937094999999999,56.36692375,2.4463737499999993,51.9961,1728.0,2180.0,452.0,1871.75,154.125,1728.0,6.0,10.0,4.0,8.25,1.25,6.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,130.25,5.25,124.0,1.66,1.91,0.25,1.82,0.07999999999999996,1.66,1.0,2.0,1.0,1.75,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.5,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.25,1.25,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.75,1.25,2.0,10.245,11.19,0.9450000000000003,10.62125,0.3387500000000001,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.063632175,0.7659348250000001,0.0,194.0,229.0,35.0,219.25,12.625,194.0
C0.111 Co1 Cr1 Fe1 Ni1 W0.111,FCC,6.0,74.0,68.0,26.972998578872573,2.9720511605874,24.0,49.0,77.0,28.0,56.18379914732355,4.236380862150639,49.0,12.0107,183.84,171.8293,58.55213706774041,6.835278848886784,51.9961,1728.0,3823.0,2095.0,1970.9848413074374,287.04619797362005,1728.0,6.0,14.0,8.0,8.34201800094742,1.3945997157745145,6.0,2.0,6.0,4.0,4.000000000000001,0.10516342965419317,4.0,76.0,162.0,86.0,129.6584557081952,7.234959734722881,124.0,1.66,2.55,0.8899999999999999,1.8533893889152062,0.10269008897698344,1.66,1.0,2.0,1.0,1.7631454287067743,0.36150896670145616,1.0,0.0,2.0,2.0,0.05258171482709617,0.10239859292003428,0.0,0.0,8.0,8.0,6.263382283278068,1.1715942365911254,5.0,0.0,14.0,14.0,0.3680720037896732,0.7167901504402401,0.0,4.0,20.0,16.0,8.447181430601612,1.6049265750828992,6.0,0.0,1.0,1.0,0.23685457129322599,0.36150896670145627,0.0,0.0,4.0,4.0,0.10516342965419234,0.20479718584006856,0.0,0.0,6.0,6.0,3.4737091425864524,1.1051634296541926,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.8157271435338704,1.2465439540823027,2.0,5.64,16.05,10.41,10.633015158692563,0.5946257697773569,10.245,0.0,4.496,4.496,0.1182036949313122,0.2301920368842371,0.0,0.0,2.1106628,2.1106628,1.007704571293226,0.77864749285341,0.0,194.0,229.0,35.0,218.84249171009003,13.074376262392217,194.0
C0.429 Co1 Cr1 Fe1 Ni1 W0.429,FCC,6.0,74.0,68.0,28.678468505557838,8.004502680574587,24.0,49.0,77.0,28.0,57.20708110333471,5.383696994648002,49.0,12.0107,183.84,171.8293,63.70680224372169,21.217431798041737,51.9961,1728.0,3823.0,2095.0,2205.0683408810205,548.8980500304993,1728.0,6.0,14.0,8.0,8.55907780979827,1.7356937011115685,6.0,2.0,6.0,4.0,4.0,0.35323178262659527,4.0,76.0,162.0,86.0,128.26307122272542,11.917249897076985,124.0,1.66,2.55,0.8899999999999999,1.9321510909839434,0.18468685217611164,1.66,1.0,2.0,1.0,1.7941539728283245,0.32694688053862675,1.0,0.0,2.0,2.0,0.17661589131329763,0.32203860956220465,0.0,0.0,8.0,8.0,5.70522848909016,1.5991414296951494,5.0,0.0,14.0,14.0,1.2363112391930835,2.254270266935433,0.0,4.0,20.0,16.0,8.912309592424865,2.442157266364759,6.0,0.0,1.0,1.0,0.20584602717167558,0.32694688053862675,0.0,0.0,4.0,4.0,0.35323178262659527,0.6440772191244093,0.0,0.0,6.0,6.0,3.41169205434335,1.3532317826265954,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.9707698641416216,1.2110085336695116,2.0,5.64,16.05,10.41,10.660767805681347,1.1982070811033347,10.245,0.0,4.496,4.496,0.3970325236722931,0.7239427942958361,0.0,0.0,2.1106628,2.1106628,0.8757778303828735,0.7853348453002275,0.0,194.0,229.0,35.0,217.88122684232195,14.049515503366836,194.0
Al0.267 Co1 Cr0.667 Fe0.667 Ni0.667 Ti0.2,other,13.0,28.0,15.0,25.056805074971166,2.615580712236045,27.0,43.0,73.0,30.0,56.55882352941177,5.071069950471538,58.0,26.9815386,58.933195,31.951656399999997,53.86077776995386,5.54743511241504,58.933195,933.47,2180.0,1246.53,1793.543682237601,172.3765809962631,1768.0,4.0,13.0,9.0,8.442618223760093,1.6222470330149834,9.0,3.0,4.0,1.0,3.9230103806228374,0.14212443577064454,4.0,121.0,160.0,39.0,130.84544405997696,6.943534493653628,126.0,1.54,1.91,0.3699999999999999,1.7934457900807383,0.10881056859951381,1.88,1.0,2.0,1.0,1.8076701268742792,0.3106781860583299,2.0,0.0,1.0,1.0,0.07698961937716263,0.1421244357706445,0.0,0.0,8.0,8.0,5.788062283737024,1.6312933274266352,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.672722029988468,1.7865437035795384,9.0,0.0,1.0,1.0,0.1923298731257209,0.31067818605833,0.0,0.0,5.0,5.0,0.38494809688581316,0.7106221788532227,0.0,0.0,8.0,8.0,3.4420415224913494,1.3396241663773185,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.019319492502883,1.372025199251286,3.0,10.245,16.69,6.445000000000002,11.38617070357555,1.3960889742965525,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.9669596479719339,0.7752950140892654,1.5484712,194.0,229.0,35.0,215.81199538638984,15.094806495771529,194.0
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,22.0,73.0,51.0,49.6,18.32,22.0,43.0,48.0,5.0,45.4,1.6799999999999997,43.0,47.867,180.94788,133.08088,118.28705200000002,49.1455104,47.867,1941.0,3290.0,1349.0,2523.0,397.6,1941.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,4.0,6.0,2.0,5.2,0.64,4.0,160.0,175.0,15.0,168.8,5.439999999999998,160.0,1.3,1.6,0.30000000000000004,1.4540000000000002,0.11119999999999997,1.3,1.0,2.0,1.0,1.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6,0.72,2.0,0.0,14.0,14.0,5.6,6.720000000000001,0.0,4.0,19.0,15.0,10.0,6.8,4.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.4,0.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.6,0.4800000000000001,7.0,16.69,23.195,6.504999999999999,19.677,2.4163999999999994,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,194.0,229.0,35.0,208.0,16.8,194.0
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,22.0,73.0,51.0,49.6,18.32,22.0,43.0,48.0,5.0,45.4,1.6799999999999997,43.0,47.867,180.94788,133.08088,118.28705200000002,49.1455104,47.867,1941.0,3290.0,1349.0,2523.0,397.6,1941.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,4.0,6.0,2.0,5.2,0.64,4.0,160.0,175.0,15.0,168.8,5.439999999999998,160.0,1.3,1.6,0.30000000000000004,1.4540000000000002,0.11119999999999997,1.3,1.0,2.0,1.0,1.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6,0.72,2.0,0.0,14.0,14.0,5.6,6.720000000000001,0.0,4.0,19.0,15.0,10.0,6.8,4.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.4,0.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.6,0.4800000000000001,7.0,16.69,23.195,6.504999999999999,19.677,2.4163999999999994,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,194.0,229.0,35.0,208.0,16.8,194.0
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,22.0,73.0,51.0,49.6,18.32,22.0,43.0,48.0,5.0,45.4,1.6799999999999997,43.0,47.867,180.94788,133.08088,118.28705200000002,49.1455104,47.867,1941.0,3290.0,1349.0,2523.0,397.6,1941.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,4.0,6.0,2.0,5.2,0.64,4.0,160.0,175.0,15.0,168.8,5.439999999999998,160.0,1.3,1.6,0.30000000000000004,1.4540000000000002,0.11119999999999997,1.3,1.0,2.0,1.0,1.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6,0.72,2.0,0.0,14.0,14.0,5.6,6.720000000000001,0.0,4.0,19.0,15.0,10.0,6.8,4.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.4,0.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.6,0.4800000000000001,7.0,16.69,23.195,6.504999999999999,19.677,2.4163999999999994,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,194.0,229.0,35.0,208.0,16.8,194.0
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,22.0,73.0,51.0,49.6,18.32,22.0,43.0,48.0,5.0,45.4,1.6799999999999997,43.0,47.867,180.94788,133.08088,118.28705200000002,49.1455104,47.867,1941.0,3290.0,1349.0,2523.0,397.6,1941.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,4.0,6.0,2.0,5.2,0.64,4.0,160.0,175.0,15.0,168.8,5.439999999999998,160.0,1.3,1.6,0.30000000000000004,1.4540000000000002,0.11119999999999997,1.3,1.0,2.0,1.0,1.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6,0.72,2.0,0.0,14.0,14.0,5.6,6.720000000000001,0.0,4.0,19.0,15.0,10.0,6.8,4.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.4,0.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.6,0.4800000000000001,7.0,16.69,23.195,6.504999999999999,19.677,2.4163999999999994,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,194.0,229.0,35.0,208.0,16.8,194.0
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,22.0,73.0,51.0,49.6,18.32,22.0,43.0,48.0,5.0,45.4,1.6799999999999997,43.0,47.867,180.94788,133.08088,118.28705200000002,49.1455104,47.867,1941.0,3290.0,1349.0,2523.0,397.6,1941.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,4.0,6.0,2.0,5.2,0.64,4.0,160.0,175.0,15.0,168.8,5.439999999999998,160.0,1.3,1.6,0.30000000000000004,1.4540000000000002,0.11119999999999997,1.3,1.0,2.0,1.0,1.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6,0.72,2.0,0.0,14.0,14.0,5.6,6.720000000000001,0.0,4.0,19.0,15.0,10.0,6.8,4.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.4,0.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.6,0.4800000000000001,7.0,16.69,23.195,6.504999999999999,19.677,2.4163999999999994,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,194.0,229.0,35.0,208.0,16.8,194.0
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,22.0,73.0,51.0,49.6,18.32,22.0,43.0,48.0,5.0,45.4,1.6799999999999997,43.0,47.867,180.94788,133.08088,118.28705200000002,49.1455104,47.867,1941.0,3290.0,1349.0,2523.0,397.6,1941.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,4.0,6.0,2.0,5.2,0.64,4.0,160.0,175.0,15.0,168.8,5.439999999999998,160.0,1.3,1.6,0.30000000000000004,1.4540000000000002,0.11119999999999997,1.3,1.0,2.0,1.0,1.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6,0.72,2.0,0.0,14.0,14.0,5.6,6.720000000000001,0.0,4.0,19.0,15.0,10.0,6.8,4.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.4,0.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.6,0.4800000000000001,7.0,16.69,23.195,6.504999999999999,19.677,2.4163999999999994,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,194.0,229.0,35.0,208.0,16.8,194.0
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,22.0,73.0,51.0,49.6,18.32,22.0,43.0,48.0,5.0,45.4,1.6799999999999997,43.0,47.867,180.94788,133.08088,118.28705200000002,49.1455104,47.867,1941.0,3290.0,1349.0,2523.0,397.6,1941.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,4.0,6.0,2.0,5.2,0.64,4.0,160.0,175.0,15.0,168.8,5.439999999999998,160.0,1.3,1.6,0.30000000000000004,1.4540000000000002,0.11119999999999997,1.3,1.0,2.0,1.0,1.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6,0.72,2.0,0.0,14.0,14.0,5.6,6.720000000000001,0.0,4.0,19.0,15.0,10.0,6.8,4.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.4,0.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.6,0.4800000000000001,7.0,16.69,23.195,6.504999999999999,19.677,2.4163999999999994,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,194.0,229.0,35.0,208.0,16.8,194.0
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,22.0,73.0,51.0,49.6,18.32,22.0,43.0,48.0,5.0,45.4,1.6799999999999997,43.0,47.867,180.94788,133.08088,118.28705200000002,49.1455104,47.867,1941.0,3290.0,1349.0,2523.0,397.6,1941.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,4.0,6.0,2.0,5.2,0.64,4.0,160.0,175.0,15.0,168.8,5.439999999999998,160.0,1.3,1.6,0.30000000000000004,1.4540000000000002,0.11119999999999997,1.3,1.0,2.0,1.0,1.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6,0.72,2.0,0.0,14.0,14.0,5.6,6.720000000000001,0.0,4.0,19.0,15.0,10.0,6.8,4.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.4,0.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.6,0.4800000000000001,7.0,16.69,23.195,6.504999999999999,19.677,2.4163999999999994,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,194.0,229.0,35.0,208.0,16.8,194.0
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,22.0,73.0,51.0,49.6,18.32,22.0,43.0,48.0,5.0,45.4,1.6799999999999997,43.0,47.867,180.94788,133.08088,118.28705200000002,49.1455104,47.867,1941.0,3290.0,1349.0,2523.0,397.6,1941.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,4.0,6.0,2.0,5.2,0.64,4.0,160.0,175.0,15.0,168.8,5.439999999999998,160.0,1.3,1.6,0.30000000000000004,1.4540000000000002,0.11119999999999997,1.3,1.0,2.0,1.0,1.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6,0.72,2.0,0.0,14.0,14.0,5.6,6.720000000000001,0.0,4.0,19.0,15.0,10.0,6.8,4.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.4,0.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.6,0.4800000000000001,7.0,16.69,23.195,6.504999999999999,19.677,2.4163999999999994,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,194.0,229.0,35.0,208.0,16.8,194.0
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,22.0,73.0,51.0,49.6,18.32,22.0,43.0,48.0,5.0,45.4,1.6799999999999997,43.0,47.867,180.94788,133.08088,118.28705200000002,49.1455104,47.867,1941.0,3290.0,1349.0,2523.0,397.6,1941.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,4.0,6.0,2.0,5.2,0.64,4.0,160.0,175.0,15.0,168.8,5.439999999999998,160.0,1.3,1.6,0.30000000000000004,1.4540000000000002,0.11119999999999997,1.3,1.0,2.0,1.0,1.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6,0.72,2.0,0.0,14.0,14.0,5.6,6.720000000000001,0.0,4.0,19.0,15.0,10.0,6.8,4.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.4,0.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.6,0.4800000000000001,7.0,16.69,23.195,6.504999999999999,19.677,2.4163999999999994,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,194.0,229.0,35.0,208.0,16.8,194.0
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,22.0,73.0,51.0,49.6,18.32,22.0,43.0,48.0,5.0,45.4,1.6799999999999997,43.0,47.867,180.94788,133.08088,118.28705200000002,49.1455104,47.867,1941.0,3290.0,1349.0,2523.0,397.6,1941.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,4.0,6.0,2.0,5.2,0.64,4.0,160.0,175.0,15.0,168.8,5.439999999999998,160.0,1.3,1.6,0.30000000000000004,1.4540000000000002,0.11119999999999997,1.3,1.0,2.0,1.0,1.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6,0.72,2.0,0.0,14.0,14.0,5.6,6.720000000000001,0.0,4.0,19.0,15.0,10.0,6.8,4.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.4,0.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.6,0.4800000000000001,7.0,16.69,23.195,6.504999999999999,19.677,2.4163999999999994,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,194.0,229.0,35.0,208.0,16.8,194.0
Al1 Nb1 Ti1 Zr1,other,13.0,41.0,28.0,29.0,11.5,13.0,43.0,73.0,30.0,51.75,10.625,43.0,26.9815386,92.90638,65.92484139999999,64.74472965,27.320460349999998,26.9815386,933.47,2750.0,1816.53,1938.1175,502.32374999999996,933.47,4.0,13.0,9.0,6.5,3.25,4.0,3.0,5.0,2.0,4.25,0.75,3.0,121.0,175.0,54.0,155.0,17.0,121.0,1.33,1.61,0.28,1.52,0.09500000000000003,1.33,1.0,2.0,1.0,1.75,0.375,1.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,0.5,3.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,8.0,8.0,5.5,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.0,1.0,5.0,16.48,23.195,6.715,18.636249999999997,2.279374999999998,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-06,8.4499999999875e-06,0.0,194.0,229.0,35.0,210.5,16.5,194.0
Al1 Nb1 Ti1 Zr1,other,13.0,41.0,28.0,29.0,11.5,13.0,43.0,73.0,30.0,51.75,10.625,43.0,26.9815386,92.90638,65.92484139999999,64.74472965,27.320460349999998,26.9815386,933.47,2750.0,1816.53,1938.1175,502.32374999999996,933.47,4.0,13.0,9.0,6.5,3.25,4.0,3.0,5.0,2.0,4.25,0.75,3.0,121.0,175.0,54.0,155.0,17.0,121.0,1.33,1.61,0.28,1.52,0.09500000000000003,1.33,1.0,2.0,1.0,1.75,0.375,1.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,0.5,3.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,8.0,8.0,5.5,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.0,1.0,5.0,16.48,23.195,6.715,18.636249999999997,2.279374999999998,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-06,8.4499999999875e-06,0.0,194.0,229.0,35.0,210.5,16.5,194.0
